node_count, generation, fitness, population
17,44,0.034482758620689655,18
17,45,0.034482758620689655,18
17,46,0.034482758620689655,18
17,47,0.034482758620689655,18
17,48,0.034482758620689655,18
17,49,0.034482758620689655,18
15,0,0.017857142857142856,19
15,1,0.02011945487098501,19
15,2,0.02011945487098501,19
15,3,0.02702702702702703,19
15,4,0.02702702702702703,19
15,5,0.02702702702702703,19
15,6,0.024390243902439025,19
15,7,0.024390243902439025,19
15,8,0.024390243902439025,19
15,9,0.024390243902439025,19
15,10,0.024390243902439025,19
15,11,0.024390243902439025,19
15,12,0.024390243902439025,19
15,13,0.024390243902439025,19
15,14,0.024390243902439025,19
15,15,0.024390243902439025,19
15,16,0.024390243902439025,19
15,17,0.024390243902439025,19
15,18,0.024390243902439025,19
15,19,0.024390243902439025,19
15,20,0.030303030303030304,19
15,21,0.030303030303030304,19
15,22,0.030303030303030304,19
15,23,0.030303030303030304,19
15,24,0.030303030303030304,19
15,25,0.030303030303030304,19
15,26,0.030303030303030304,19
15,27,0.030303030303030304,19
15,28,0.030303030303030304,19
15,29,0.030303030303030304,19
15,30,0.030303030303030304,19
15,31,0.030303030303030304,19
15,32,0.030303030303030304,19
15,33,0.030303030303030304,19
15,34,0.030303030303030304,19
15,35,0.034482758620689655,19
15,36,0.034482758620689655,19
15,37,0.034482758620689655,19
15,38,0.034482758620689655,19
15,39,0.034482758620689655,19
15,40,0.034482758620689655,19
15,41,0.034482758620689655,19
15,42,0.034482758620689655,19
15,43,0.034482758620689655,19
15,44,0.034482758620689655,19
15,45,0.034482758620689655,19
15,46,0.034482758620689655,19
15,47,0.034482758620689655,19
15,48,0.034482758620689655,19
15,49,0.034482758620689655,19
